sample	read_id	chromosome	EdU_bp	BrdU_bp	total_analogue_bp	EdU_segments	BrdU_segments
UWB_Cisp0	01746e2a-d7f1-434b-9851-c5b1db986905	chr1	4236	4335	8571	1	1
UWB_Cisp0	05673ca0-a8ff-41f9-be90-06202eac6456	chr1	2137	3618	5755	1	1
UWB_Cisp0	0a3ad624-e31b-4ac5-a3cc-a1c1c480625d	chr1	1352	7947	9299	1	1
UWB_Cisp0	0a79af62-20c7-4ecf-81e2-272e31cf7e54	chr1	1436	8938	10374	1	1
UWB_Cisp0	0b323efb-ea72-45c6-8dda-cff3e20ed9be	chr1	1919	9150	11069	1	1
UWB_Cisp0	0bba8cbb-3f45-4b15-9bdc-8dd5d4f29585	chr1	4490	6851	11341	1	1
UWB_Cisp0	0c47f536-bd01-47a1-b1a5-67533db0e491	chr1	1603	4810	6413	1	1
UWB_Cisp0	0cb67200-6435-4400-bfbc-fb24795db75c	chr1	4391	4259	8650	1	1
UWB_Cisp0	0d839003-9da9-4b83-b0ab-e1c74700b56b	chr1	4764	4588	9352	1	1
UWB_Cisp0	0ef31fdc-a7a4-43a6-a8c5-81fb789280de	chr1	2250	3833	6083	1	1
UWB_Cisp0	0fe502ed-cbc7-4b28-9024-ba0885a9cc5b	chr1	1297	7285	8582	1	1
UWB_Cisp0	0fffec3f-a556-4ce2-8f26-4f5008106f99	chr1	1289	2483	3772	1	1
UWB_Cisp0	186128f1-8139-4b37-8241-9deb335e41d9	chr1	3532	4181	7713	1	1
UWB_Cisp0	19897918-ae68-43c1-a51a-e9dd5b6dacaa	chr1	2837	4286	7123	1	1
UWB_Cisp0	1990872b-8b1d-4304-bf06-aca76cbc5d2f	chr1	4735	4113	8848	1	1
UWB_Cisp0	1ba034b4-c90e-45e1-9522-1efc384bb207	chr1	2669	3272	5941	1	1
UWB_Cisp0	1e1e7dfb-3c71-4474-be41-dbdb86f00999	chr1	1360	3109	4469	1	1
UWB_Cisp0	2122e3b2-7e01-4a82-8d4a-dd79c3ee2168	chr1	2175	1942	4117	1	1
UWB_Cisp0	21e5f8e0-6aca-4836-8794-a132d37702d0	chr1	1459	1827	3286	1	1
UWB_Cisp0	22532e85-01e7-49fa-a119-260beb557a5a	chr1	1335	4364	5699	1	1
UWB_Cisp0	22f9b7bf-4ad8-42c5-9511-d63f468a2af6	chr1	3961	4678	8639	1	1
UWB_Cisp0	2325a8b1-08a5-46f5-9aa0-2782508ace99	chr1	4580	4381	8961	1	1
UWB_Cisp0	2638d467-8deb-4015-b2b0-b1d31aa3877a	chr1	2133	4219	6352	1	1
UWB_Cisp0	28d08b6a-a08e-4370-81cb-dbac0740aad9	chr1	4212	1634	5846	1	1
UWB_Cisp0	28f1b9da-42ea-49c9-a662-bdf92093134d	chr1	1994	6331	8325	1	1
UWB_Cisp0	2984fd42-63c7-435c-b4db-e7e89cff478a	chr1	5810	2416	8226	1	1
UWB_Cisp0	2b214373-9a0d-4155-8748-4a8061d8ca8b	chr1	5782	3534	9316	1	1
UWB_Cisp0	2b715515-7066-4295-b416-ad9d88e92f0b	chr1	1552	1078	2630	1	1
UWB_Cisp0	2e2f68bf-de1a-4d35-8380-9d06ea782195	chr1	2857	1709	4566	1	1
UWB_Cisp0	30827f43-ebcb-4f61-bb5f-c4cd62d26b5e	chr1	2163	1143	3306	1	1
UWB_Cisp0	33fcfab9-c9ea-4b5f-9f8a-88d178adee72	chr1	2628	1830	4458	1	1
UWB_Cisp0	34cec4c3-e046-4a67-b858-5cdd05be450f	chr1	4628	3639	8267	1	1
UWB_Cisp0	3626e5a9-eeb3-4cc8-8f46-12a3ac067115	chr1	1622	3878	5500	1	1
UWB_Cisp0	391aa6ee-9961-42af-b03f-76860b8fba19	chr1	2053	1516	3569	1	1
UWB_Cisp0	392a3807-058b-435d-9f9b-15b466a4e47c	chr1	5622	4711	10333	1	1
UWB_Cisp0	3bebac84-f008-48a8-94d3-9a01a54a9983	chr1	1225	4906	6131	1	1
UWB_Cisp0	3c2104b2-ede0-4f6a-874e-da20ec436248	chr1	3025	2727	5752	1	1
UWB_Cisp0	40bb3b9b-905a-44af-9dba-bd0a7b136bcb	chr1	2704	1524	4228	1	1
UWB_Cisp0	40c8b600-ab59-4501-b2e7-515eda6f18ee	chr1	3949	6568	10517	1	1
UWB_Cisp0	4229c9a9-d22d-448f-ae2f-b5e0d6ce2849	chr1	2791	3994	6785	1	1
UWB_Cisp0	42300ed5-37d1-4197-90d6-1d1c9fab46da	chr1	1302	4017	5319	1	1
UWB_Cisp0	42ca0d75-a2ff-4570-90e8-4f713c753489	chr1	2409	6646	9055	1	1
UWB_Cisp0	4405329f-675c-4819-afab-d627d94b824c	chr1	3366	2020	5386	1	1
